track name="Consensus peaks" color=0,0,0 visibility=2
chr1	724109	727041	3_1	1000	+
chr1	1335657	1337411	3_2	1000	+
chr1	1337636	1337837	2_3	666	+
chr1	1451303	1452330	3_4	1000	+
chr1	1822959	1823560	2_5	666	+
chr1	1824737	1825585	2_6	666	+
chr1	2160454	2161899	2_7	666	+
chr1	2170429	2172043	3_8	1000	+
chr1	2202333	2203089	2_9	666	+
chr1	2221066	2223220	3_10	1000	+
chr1	2235637	2238238	3_11	1000	+
chr1	2323532	2328205	3_12	1000	+
chr1	2331650	2332309	2_13	666	+
chr1	2332910	2335378	3_14	1000	+
chr1	2494436	2498301	3_15	1000	+
chr1	2498657	2499407	3_16	1000	+
chr1	2500326	2501730	3_17	1000	+
chr1	2501925	2502728	2_18	666	+
chr1	2582494	2586587	2_19	666	+
chr1	2586935	2587645	2_20	666	+
chr1	2591288	2591544	2_21	666	+
chr1	2603209	2603387	2_22	666	+
chr1	2614324	2616551	2_23	666	+
chr1	2617046	2618148	2_24	666	+
chr1	2619431	2623651	2_25	666	+
chr1	2626362	2629373	2_26	666	+
chr1	2629953	2630685	2_27	666	+
chr1	6054933	6056018	2_28	666	+
chr1	6057016	6059051	3_29	1000	+
chr1	6071263	6072071	3_30	1000	+
chr1	6084377	6086276	3_31	1000	+
chr1	6087367	6087873	3_32	1000	+
chr1	6088065	6090620	3_33	1000	+
chr1	6090695	6093132	3_34	1000	+
chr1	6093400	6122832	3_35	1000	+
chr1	6123630	6148064	3_36	1000	+
chr1	6148372	6161434	3_37	1000	+
chr1	6644645	6646372	3_38	1000	+
chr1	6679549	6680461	2_39	666	+
chr1	6685442	6686100	3_40	1000	+
chr1	6692271	6695131	3_41	1000	+
chr1	6869225	6869873	2_42	666	+
chr1	6900015	6901110	3_43	1000	+
chr1	6901413	6901785	2_44	666	+
chr1	6916837	6917756	2_45	666	+
chr1	6941289	6944246	3_46	1000	+
chr1	8044087	8044469	2_47	666	+
chr1	9298076	9298582	3_48	1000	+
chr1	9302507	9303055	2_49	666	+
chr1	9372930	9377410	3_50	1000	+
chr1	9381419	9382106	3_51	1000	+
chr1	9383096	9388400	3_52	1000	+
chr1	9389169	9389608	2_53	666	+
chr1	9397637	9399822	2_54	666	+
chr1	9411514	9412443	3_55	1000	+
chr1	9426783	9430235	3_56	1000	+
chr1	9628393	9629800	2_57	666	+
chr1	9635491	9641362	3_58	1000	+
chr1	9656571	9658004	2_59	666	+
chr1	9667016	9669973	3_60	1000	+
chr1	9672296	9672564	2_61	666	+
chr1	9675098	9675668	3_62	1000	+
chr1	9712029	9713321	3_63	1000	+
chr1	9776496	9792142	3_64	1000	+
chr1	10093176	10093562	3_65	1000	+
chr1	10105600	10106644	2_66	666	+
chr1	10117897	10119709	3_67	1000	+
chr1	10363255	10363732	2_68	666	+
chr1	10400462	10400748	2_69	666	+
chr1	10401256	10402051	3_70	1000	+
chr1	10442844	10444712	2_71	666	+
chr1	10508387	10509174	2_72	666	+
chr1	10592406	10592992	3_73	1000	+
chr1	10593392	10599581	3_74	1000	+
chr1	10601810	10605003	2_75	666	+
chr1	10611579	10613559	3_76	1000	+
chr1	10688336	10693535	3_77	1000	+
chr1	10695571	10696393	3_78	1000	+
chr1	11082105	11083781	2_79	666	+
chr1	11088051	11088231	2_80	666	+
chr1	11335654	11336211	2_81	666	+
chr1	11339628	11340725	2_82	666	+
chr1	11340785	11346289	3_83	1000	+
chr1	11731030	11734328	3_84	1000	+
chr1	11734527	11735327	2_85	666	+
chr1	11735517	11736293	2_86	666	+
chr1	11888209	11888911	2_87	666	+
chr1	11894748	11897678	3_88	1000	+
chr1	12050824	12051789	3_89	1000	+
chr1	12066486	12067625	3_90	1000	+
chr1	12067789	12071508	3_91	1000	+
chr1	12071615	12072327	3_92	1000	+
chr1	12129888	12130319	2_93	666	+
chr1	12136994	12139135	3_94	1000	+
chr1	12144004	12144492	2_95	666	+
chr1	12173497	12174099	2_96	666	+
chr1	12180234	12181588	2_97	666	+
chr1	12197736	12207101	3_98	1000	+
chr1	12234303	12236120	3_99	1000	+
chr1	12236505	12238205	3_100	1000	+
chr1	12238426	12243479	3_101	1000	+
chr1	12244085	12246383	3_102	1000	+
chr1	12247932	12252651	3_103	1000	+
chr1	12254137	12255409	2_104	666	+
chr1	12261608	12263229	3_105	1000	+
chr1	12264293	12266258	3_106	1000	+
chr1	12266923	12268810	2_107	666	+
chr1	12444113	12444590	2_108	666	+
chr1	12522205	12522456	2_109	666	+
chr1	12562101	12562608	2_110	666	+
chr1	12571375	12571543	2_111	666	+
chr1	12572803	12573334	2_112	666	+
chr1	12579536	12580612	3_113	1000	+
chr1	14051161	14053964	3_114	1000	+
chr1	14067230	14067760	3_115	1000	+
chr1	14068406	14069893	3_116	1000	+
chr1	14071464	14072324	2_117	666	+
chr1	14076091	14076786	3_118	1000	+
chr1	14079012	14081027	3_119	1000	+
chr1	14097912	14100512	3_120	1000	+
chr1	14100573	14113772	3_121	1000	+
chr1	14114165	14129668	3_122	1000	+
chr1	14138196	14139604	3_123	1000	+
chr1	14140184	14140920	2_124	666	+
chr1	14141745	14142896	2_125	666	+
chr1	14149881	14150828	2_126	666	+
chr1	15739261	15739842	2_127	666	+
chr1	15751338	15758414	3_128	1000	+
chr1	16042004	16042590	2_129	666	+
chr1	16042830	16045074	3_130	1000	+
chr1	16045307	16047710	3_131	1000	+
chr1	16047735	16049128	2_132	666	+
chr1	16049454	16049856	3_133	1000	+
chr1	16050431	16056260	3_134	1000	+
chr1	16056408	16062711	3_135	1000	+
chr1	16209316	16209548	2_136	666	+
chr1	16254800	16256707	3_137	1000	+
chr1	16256891	16260475	3_138	1000	+
chr1	16260971	16262183	2_139	666	+
chr1	16262670	16264674	3_140	1000	+
chr1	16265207	16266223	2_141	666	+
chr1	16267543	16268734	2_142	666	+
chr1	16269441	16273570	3_143	1000	+
chr1	16276467	16278403	3_144	1000	+
chr1	16283964	16285355	2_145	666	+
chr1	16693700	16694287	3_146	1000	+
chr1	16699324	16699695	2_147	666	+
chr1	16711026	16714272	3_148	1000	+
chr1	16714462	16714967	2_149	666	+
chr1	16715396	16726458	3_150	1000	+
chr1	17292249	17299629	3_151	1000	+
chr1	19548455	19549224	3_152	1000	+
chr1	19578162	19589090	3_153	1000	+
chr1	19813758	19814111	2_154	666	+
chr1	19923467	19925720	3_155	1000	+
chr1	19983119	19984269	2_156	666	+
chr1	20209058	20209900	3_157	1000	+
chr1	20231625	20232281	2_158	666	+
chr1	20232672	20234289	3_159	1000	+
chr1	20238322	20239053	2_160	666	+
chr1	22378742	22379628	3_161	1000	+
chr1	22393118	22394035	3_162	1000	+
chr1	22425431	22427020	3_163	1000	+
chr1	22430403	22430831	2_164	666	+
chr1	22431652	22432233	2_165	666	+
chr1	22437565	22442076	3_166	1000	+
chr1	22442450	22443443	2_167	666	+
chr1	22443867	22448836	3_168	1000	+
chr1	22450499	22451043	2_169	666	+
chr1	22796810	22798040	2_170	666	+
chr1	22798246	22798442	2_171	666	+
chr1	22815025	22816109	2_172	666	+
chr1	22826699	22828004	3_173	1000	+
chr1	22828710	22829108	2_174	666	+
chr1	22837924	22843033	2_175	666	+
chr1	22852026	22853900	3_176	1000	+
chr1	22854253	22859226	3_177	1000	+
chr1	22866985	22867259	3_178	1000	+
chr1	23386954	23387250	2_179	666	+
chr1	23387753	23388943	2_180	666	+
chr1	23401558	23404389	2_181	666	+
chr1	23404505	23413796	3_182	1000	+
chr1	23414219	23415750	2_183	666	+
chr1	24021236	24022506	2_184	666	+
chr1	24027535	24028217	3_185	1000	+
chr1	24033937	24034527	2_186	666	+
chr1	24117528	24118336	3_187	1000	+
chr1	24785022	24787992	3_188	1000	+
chr1	24970075	24970750	3_189	1000	+
chr1	24981412	24981609	2_190	666	+
chr1	25351437	25352037	3_191	1000	+
chr1	25664795	25665334	3_192	1000	+
chr1	25674862	25675689	3_193	1000	+
chr1	25818168	25818897	3_194	1000	+
chr1	25820597	25821624	3_195	1000	+
chr1	25831356	25833861	3_196	1000	+
chr1	25888574	25889322	2_197	666	+
chr1	26496968	26498639	3_198	1000	+
chr1	26599345	26602970	3_199	1000	+
chr1	26605682	26611770	3_200	1000	+
chr1	26789113	26798293	3_201	1000	+
chr1	26873312	26874919	3_202	1000	+
chr1	26880994	26884082	3_203	1000	+
chr1	26884549	26885170	2_204	666	+
chr1	26887596	26888378	2_205	666	+
chr1	26891645	26891841	2_206	666	+
chr1	26896379	26902940	3_207	1000	+
chr1	27022623	27025021	3_208	1000	+
chr1	27066901	27077940	3_209	1000	+
chr1	27094430	27098437	3_210	1000	+
chr1	27104871	27107170	3_211	1000	+
chr1	27110975	27111417	2_212	666	+
